code,brands,product_name,pnns_groups_2,nutriscore_score,nutriscore_grade,energy-kj_100g,sugars_100g,saturated-fat_100g,salt_100g,proteins_100g,fiber_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,url,image_url
3596710333011,"MMM!,Auchan, Auchan Gourmet, Terroir",15 Broyés du Poitou,Biscuits and cakes,23.0,e,2168.0,26.0,18.0,0.63,6.0,0.5,0.0,http://world-fr.openfoodfacts.org/produit/3596710333011/15-broyes-du-poitou-mmm,https://images.openfoodfacts.org/images/products/359/671/033/3011/front_fr.25.400.jpg
3564700463772,"Tablette d'Or,Marque Repère",Chocolat noir corsé pâtissier,Chocolate products,20.0,e,2351.0,37.0,25.0,0.0,7.0,9.0,0.0,http://world-fr.openfoodfacts.org/produit/3564700463772/chocolat-noir-corse-patissier-tablette-d-or,https://images.openfoodfacts.org/images/products/356/470/046/3772/front_fr.32.400.jpg
3596710387533,"Rik & Rok,Auchan",Barquettes Abricot,Biscuits and cakes,13.0,d,1468.0,58.0,0.6,0.1,4.0,1.7,27.0,http://world-fr.openfoodfacts.org/produit/3596710387533/barquettes-abricot-rik-rok,https://images.openfoodfacts.org/images/products/359/671/038/7533/front_fr.54.400.jpg
87311495,Frisk,Mints peppermint,Sweets,2.0,b,993.0,0.0,0.3,0.0,0.0,0.3,0.0,http://world-fr.openfoodfacts.org/produit/87311495/mints-peppermint-frisk,https://images.openfoodfacts.org/images/products/87311495/front_fr.13.400.jpg
8431876209747,"Carrefour,Aperitivos Tapa",Torreznos,Meat,27.0,e,2644.0,0.0,15.9,3.0,46.3,0.0,0.0,http://world-fr.openfoodfacts.org/produit/8431876209747/torreznos-carrefour,https://images.openfoodfacts.org/images/products/843/187/620/9747/front_es.16.400.jpg
3222473469260,"Casino Bio, Casino",Carottes râpées bio,Vegetables,-4.0,a,369.0,3.6,0.9,0.6,0.7,2.0,85.3225053894797,http://world-fr.openfoodfacts.org/produit/3222473469260/carottes-rapees-bio-casino-bio,https://images.openfoodfacts.org/images/products/322/247/346/9260/front_fr.40.400.jpg
8006940004797,Caputo,LiberIGPistacchi tostati senza sale aggiunto,Nuts,-3.0,a,2543.0,4.5,5.6,0.0,18.1,10.6,100.0,http://world-fr.openfoodfacts.org/produit/8006940004797/liberigpistacchi-tostati-senza-sale-aggiunto-caputo,https://images.openfoodfacts.org/images/products/800/694/000/4797/front_it.22.400.jpg
8431876293326,Carrefour,Cocktail edamame y soja,Appetizers,-2.0,a,1768.0,3.0,1.8,1.6,39.0,20.5,0.0,http://world-fr.openfoodfacts.org/produit/8431876293326/cocktail-edamame-y-soja-carrefour,https://images.openfoodfacts.org/images/products/843/187/629/3326/front_es.8.400.jpg
8901719125478,Parle,Parle-G,Biscuits and cakes,18.0,d,1901.0,25.5,6.0,0.74,6.9,0.0,0.0,http://world-fr.openfoodfacts.org/produit/8901719125478/parle-g,https://images.openfoodfacts.org/images/products/890/171/912/5478/front_en.7.400.jpg
8431876063134,De nuestra tierra,Polvorones de Estepa,Biscuits and cakes,20.0,e,2144.0,30.0,9.0,0.1,7.9,0.8,12.1,http://world-fr.openfoodfacts.org/produit/8431876063134/polvorones-de-estepa-de-nuestra-tierra,https://images.openfoodfacts.org/images/products/843/187/606/3134/front_es.9.400.jpg
7841503000738,Mazzei,Crackers,Biscuits and cakes,10.0,c,1651.0,7.0,1.0,1.9175,10.0,3.5,0.0,http://world-fr.openfoodfacts.org/produit/7841503000738/crackers-mazzei,https://images.openfoodfacts.org/images/products/784/150/300/0738/front_en.12.400.jpg
7622210638762,"Marabou,Mondelez","Marabou Bär, granola & yoghurt",Chocolate products,25.0,e,2226.0,57.0,18.0,0.34,4.7,2.3,0.03,http://world-fr.openfoodfacts.org/produit/7622210638762/marabou-bar-granola-yoghurt,https://images.openfoodfacts.org/images/products/762/221/063/8762/front_sv.9.400.jpg
4751036540355,the beginnings,flap jack chocolate bar,Biscuits and cakes,16.0,d,2014.0,22.0,22.0,0.4,7.0,7.0,0.0,http://world-fr.openfoodfacts.org/produit/4751036540355/flap-jack-chocolate-bar-the-beginnings,https://images.openfoodfacts.org/images/products/475/103/654/0355/front_en.3.400.jpg
3168930007500,Lay's,Dégustation Sel de mer d'Anglesey,Appetizers,6.0,c,1980.0,0.5,1.7,1.2,6.8,5.0,5.5,http://world-fr.openfoodfacts.org/produit/3168930007500/degustation-sel-de-mer-d-anglesey-lay-s,https://images.openfoodfacts.org/images/products/316/893/000/7500/front_fr.12.400.jpg
4260618523186,FRECHE FREUNDE,Roter Beerenmix Fruchtchips,unknown,-1.0,a,1187.0,42.0,0.2,0.0,6.2,19.0,100.0,http://world-fr.openfoodfacts.org/produit/4260618523186/roter-beerenmix-fruchtchips-freche-freunde,
3373030000188,Les galettes de Belle Isle en Terre,Veritable Kouign Amann Breton,Biscuits and cakes,23.0,e,2065.0,27.0,20.0,0.68,3.9,1.0,0.0,http://world-fr.openfoodfacts.org/produit/3373030000188/veritable-kouign-amann-breton-les-galettes-de-belle-isle-en-terre,https://images.openfoodfacts.org/images/products/337/303/000/0188/front_fr.26.400.jpg
3387390325768,"NESTLÉ, CHOCAPIC",CHOCAPIC barres de céréales,Biscuits and cakes,1.0,b,423.0,5.6,1.5,0.1,1.9,1.5,0.0,http://world-fr.openfoodfacts.org/produit/3387390325768/chocapic-barres-de-cereales-nestle,https://images.openfoodfacts.org/images/products/338/739/032/5768/front_fr.61.400.jpg
8000300375855,"Nestle,Motta",La Cremeria,Ice cream,9.0,c,847.0,22.0,4.7,0.1,2.3,0.2,0.0,http://world-fr.openfoodfacts.org/produit/8000300375855/la-cremeria-nestle,https://images.openfoodfacts.org/images/products/800/030/037/5855/front_fr.4.400.jpg
3281780886450,Martinet,PORTION 2CAROTTE/2COLESLAW,One-dish meals,-1.0,a,435.0,5.75,0.5,0.93,1.05,2.6,173.171875,http://world-fr.openfoodfacts.org/produit/3281780886450/portion-2carotte-2coleslaw-martinet,
5000159403436,Mars,Mars,Biscuits and cakes,24.0,e,1885.0,61.7,8.3,0.425,4.0,0.0,0.0,http://world-fr.openfoodfacts.org/produit/5000159403436/mars,https://images.openfoodfacts.org/images/products/500/015/940/3436/front_fr.21.400.jpg
3370390001008,Saint Amour®,Gâteau au fromage blanc,Dairy desserts,1.0,b,700.0,21.3,1.6,0.11,6.9,0.0,60.15625,http://world-fr.openfoodfacts.org/produit/3370390001008/gateau-au-fromage-blanc-saint-amour,https://images.openfoodfacts.org/images/products/337/039/000/1008/front_fr.138.400.jpg
7622210157201,Marabou,Tack,Chocolate products,27.0,e,2440.0,52.0,23.0,0.34,4.2,1.2,0.0,http://world-fr.openfoodfacts.org/produit/7622210157201/tack-marabou,https://images.openfoodfacts.org/images/products/762/221/015/7201/front_sv.4.400.jpg
3560071231095,"Carrefour,Carrefour Bio",Cookies Maxi pépites chocolat,Biscuits and cakes,21.0,e,2136.0,32.0,11.0,0.75,6.6,5.1,0.0,http://world-fr.openfoodfacts.org/produit/3560071231095/cookies-maxi-pepites-chocolat-carrefour,https://images.openfoodfacts.org/images/products/356/007/123/1095/front_fr.36.400.jpg
5053990161249,Pringles,Smokey paprika and almonds,Appetizers,10.0,c,2160.0,3.6,2.7,1.3,4.5,3.1,0.439453125,http://world-fr.openfoodfacts.org/produit/5053990161249/smokey-paprika-and-almonds-pringles,https://images.openfoodfacts.org/images/products/505/399/016/1249/front_fr.35.400.jpg
3184830027295,"Saxo, Carrefour",Pistaches grillées salées,Nuts,1.0,b,2470.0,5.9,6.0,0.88,26.0,6.5,100.0,http://world-fr.openfoodfacts.org/produit/3184830027295/pistaches-grillees-salees-saxo,https://images.openfoodfacts.org/images/products/318/483/002/7295/front_fr.14.400.jpg
8410376042887,Gullón,Cuore di cereale. Biscotti di avena con frutti rossi,Biscuits and cakes,9.0,c,1826.0,26.0,2.3,0.53,8.0,8.0,1.45,http://world-fr.openfoodfacts.org/produit/8410376042887/cuore-di-cereale-biscotti-di-avena-con-frutti-rossi-gullon,https://images.openfoodfacts.org/images/products/841/037/604/2887/front_it.54.400.jpg
3256220210348,U,Goûters Fourrés Parfum Vanille,Biscuits and cakes,21.0,e,1995.0,34.6,8.5,0.6,5.3,1.8,0.0,http://world-fr.openfoodfacts.org/produit/3256220210348/gouters-fourres-parfum-vanille-u,https://images.openfoodfacts.org/images/products/325/622/021/0348/front_fr.13.400.jpg
3254560028715,Auchan,Galettes Bretonnes pur beurre,Biscuits and cakes,24.0,e,2093.0,31.0,13.0,0.75,6.0,1.0,0.0,http://world-fr.openfoodfacts.org/produit/3254560028715/galettes-bretonnes-pur-beurre-auchan,https://images.openfoodfacts.org/images/products/325/456/002/8715/front_fr.47.400.jpg
3421557401091,Grillon d'Or,Tartines Ki'Kroc,unknown,-3.0,a,1511.0,5.0,0.7,0.575,13.5,5.3,0.0,http://world-fr.openfoodfacts.org/produit/3421557401091/tartines-ki-kroc-grillon-d-or,https://images.openfoodfacts.org/images/products/342/155/740/1091/front_fr.27.400.jpg
5000328740102,Doritos,Tangy Cheese Tortilla Chips,Appetizers,9.0,c,2084.0,2.7,3.4,1.19,6.5,6.7,0.0,http://world-fr.openfoodfacts.org/produit/5000328740102/tangy-cheese-tortilla-chips-doritos,https://images.openfoodfacts.org/images/products/500/032/874/0102/front_fr.13.400.jpg
9351857000127,mindful foods,yummy beans,unknown,-4.0,a,1350.0,1.71,2.57,0.21,11.7,11.1,0.0,http://world-fr.openfoodfacts.org/produit/9351857000127/yummy-beans-mindful-foods,https://images.openfoodfacts.org/images/products/935/185/700/0127/front_en.4.400.jpg
7790580607210,Arcor,Chocolate con Leche,Chocolate products,27.0,e,2204.0,59.0,17.0,0.26,5.9,0.0,0.0,http://world-fr.openfoodfacts.org/produit/7790580607210/chocolate-con-leche-arcor,https://images.openfoodfacts.org/images/products/779/058/060/7210/front_es.20.400.jpg
8001120929532,COOP,Ciocco biscotti,Biscuits and cakes,21.0,e,2063.0,36.0,14.0,0.58,6.5,4.7,0.0,http://world-fr.openfoodfacts.org/produit/8001120929532/ciocco-biscotti-coop,https://images.openfoodfacts.org/images/products/800/112/092/9532/front_it.23.400.jpg
3760111204243,Maison Alsacienne de Biscuiterie,Pain d'Épices bonhomme écharpe,Biscuits and cakes,3.0,c,1240.0,35.0,0.3,0.0,5.7,4.4,6.78214285714286,http://world-fr.openfoodfacts.org/produit/3760111204243/pain-d-epices-bonhomme-echarpe-maison-alsacienne-de-biscuiterie,https://images.openfoodfacts.org/images/products/376/011/120/4243/front_fr.4.400.jpg
5012262010166,Mackie's of Scotland,Flamegrilled aberdeen angus Potato Chips,Appetizers,12.0,d,2120.0,2.7,2.6,1.4,7.0,2.7,0.0,http://world-fr.openfoodfacts.org/produit/5012262010166/flamegrilled-aberdeen-angus-potato-chips-mackie-s-of-scotland,https://images.openfoodfacts.org/images/products/501/226/201/0166/front_en.5.400.jpg
7702011111623,"Bon Bon Bum,Colombina",Bon Bon Bum Watermelon/Sandía,Sweets,14.0,d,1579.0,65.0,0.0,0.0,0.0,0.0,0.0,http://world-fr.openfoodfacts.org/produit/7702011111623/bon-bon-bum-watermelon-sandia,https://images.openfoodfacts.org/images/products/770/201/111/1623/front_fr.10.400.jpg
8410317225317,El Lobo,Turrón de chocolate con almendras,Sweets,22.0,e,2317.0,50.0,15.0,0.3,8.6,8.4,20.0,http://world-fr.openfoodfacts.org/produit/8410317225317/turron-de-chocolate-con-almendras-el-lobo,https://images.openfoodfacts.org/images/products/841/031/722/5317/front_es.18.400.jpg
8710398526724,LaysLay's,,unknown,9.0,c,2244.0,2.7,3.5,1.2,6.4,4.8,0.0,http://world-fr.openfoodfacts.org/produit/8710398526724/layslay-s,https://images.openfoodfacts.org/images/products/871/039/852/6724/front_nl.4.400.jpg
8480000335739,Hacendado,Garfitos,Appetizers,17.0,d,2072.0,1.5,2.9,2.6,6.0,1.4,0.0,http://world-fr.openfoodfacts.org/produit/8480000335739/garfitos-hacendado,https://images.openfoodfacts.org/images/products/848/000/033/5739/front_es.29.400.jpg
5412514935306,Acapulco,6 Tortillas,Bread,1.0,b,1291.0,3.9,1.0,1.6,9.0,3.8,0.0,http://world-fr.openfoodfacts.org/produit/5412514935306/6-tortillas-acapulco,https://images.openfoodfacts.org/images/products/541/251/493/5306/front_de.43.400.jpg
3596710387557,Auchan,Barquettes chocolat-noisettes,Biscuits and cakes,17.0,d,2036.0,47.0,2.9,0.34,6.5,2.6,22.5,http://world-fr.openfoodfacts.org/produit/3596710387557/barquettes-chocolat-noisettes-auchan,https://images.openfoodfacts.org/images/products/359/671/038/7557/front_fr.64.400.jpg
3660140935500,Brossard,Brossard - lot2 mini brownie chocolat noisettes x8,Biscuits and cakes,10.0,c,1874.0,26.0,5.5,0.37,5.9,7.5,46.26,http://world-fr.openfoodfacts.org/produit/3660140935500/brossard-lot2-mini-brownie-chocolat-noisettes-x8,https://images.openfoodfacts.org/images/products/366/014/093/5500/front_fr.22.400.jpg
3660140936002,Brossard,Lt2 p'tit savane rigolo chocolat 150g,Biscuits and cakes,2.0,b,1715.0,0.0,2.4,0.5,5.0,4.6,22.525,http://world-fr.openfoodfacts.org/produit/3660140936002/lt2-p-tit-savane-rigolo-chocolat-150g-brossard,https://images.openfoodfacts.org/images/products/366/014/093/6002/front_fr.28.400.jpg
8718906074125,Albert Heijn,Pure Chocolade 75%,Chocolate products,15.0,d,2240.0,21.0,25.0,0.0,9.5,15.0,0.0,http://world-fr.openfoodfacts.org/produit/8718906074125/pure-chocolade-75-albert-heijn,https://images.openfoodfacts.org/images/products/871/890/607/4125/front_nl.11.400.jpg
3560070592975,Carrefour,Saveur cassis,Chocolate products,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://world-fr.openfoodfacts.org/produit/3560070592975/saveur-cassis-carrefour,https://images.openfoodfacts.org/images/products/356/007/059/2975/front_fr.45.400.jpg
9319133335585,Carman's,Protein Cookies & Cream Bars,Biscuits and cakes,2.0,b,2000.0,17.3,0.3,0.6025,25.9,3.6,35.0,http://world-fr.openfoodfacts.org/produit/9319133335585/protein-cookies-cream-bars-carman-s,https://images.openfoodfacts.org/images/products/931/913/333/5585/front_en.11.400.jpg
4088600213170,Village Bakery,Aldi “Village Bakery”,Bread,-3.0,a,983.0,3.9000000953674,0.5,0.79,9.3000001907349,3.4,0.0,http://world-fr.openfoodfacts.org/produit/4088600213170/aldi-village-bakery,https://images.openfoodfacts.org/images/products/408/860/021/3170/front_en.15.400.jpg
7792684003745,Solitas,Ekin,Biscuits and cakes,19.0,e,2020.0,24.3,10.3,0.0917,6.0,2.67,0.0,http://world-fr.openfoodfacts.org/produit/7792684003745/ekin-solitas,https://images.openfoodfacts.org/images/products/779/268/400/3745/front_es.3.400.jpg
8712996702234,Mitsuba,Wasabi Crackers Mitsuba,Appetizers,14.0,d,1796.0,3.9,3.2,1.5,6.8,0.9,0.0,http://world-fr.openfoodfacts.org/produit/8712996702234/wasabi-crackers-mitsuba,https://images.openfoodfacts.org/images/products/871/299/670/2234/front_fr.5.400.jpg
4061458089173,"Knusperone, DE-VAU-GE, Aldi",Müsliriegel ohne Zuckerzusatz - Weiße Schoko,Biscuits and cakes,2.0,b,1529.0,1.5,4.8,0.4,5.9,4.3,0.0,http://world-fr.openfoodfacts.org/produit/4061458089173/musliriegel-ohne-zuckerzusatz-weisse-schoko-knusperone,https://images.openfoodfacts.org/images/products/406/145/808/9173/front_de.3.400.jpg
8888077102092,Meiji,Meiji Hello Panda strawberry,Biscuits and cakes,25.0,e,2339.0,29.4,15.9,0.705,5.1,0.7,0.4,http://world-fr.openfoodfacts.org/produit/8888077102092/meiji-hello-panda-strawberry,https://images.openfoodfacts.org/images/products/888/807/710/2092/front_en.3.400.jpg
4056489459330,"El Tequito,Lidl",Blue Tortilla chips,Appetizers,6.0,c,1987.0,0.5,2.4,1.0,6.8,7.3,0.0,http://world-fr.openfoodfacts.org/produit/4056489459330/blue-tortilla-chips-el-tequito,https://images.openfoodfacts.org/images/products/405/648/945/9330/front_fr.3.400.jpg
7613312026533,Blévita,Blévita Graines de Courge,Appetizers,13.0,d,1906.0,1.8,2.0,1.6,15.0,0.7,10.0,http://world-fr.openfoodfacts.org/produit/7613312026533/blevita-graines-de-courge,https://images.openfoodfacts.org/images/products/761/331/202/6533/front_fr.49.400.jpg
7610032043550,Hug,Waffel-Körbli,Biscuits and cakes,23.0,e,2030.0,41.0,15.0,0.41,7.0,3.5,0.0,http://world-fr.openfoodfacts.org/produit/7610032043550/waffel-korbli-hug,https://images.openfoodfacts.org/images/products/761/003/204/3550/front_fr.10.400.jpg
3258563020226,"Les Délices de Belle France,Belle France",Galettes bretonnes,Biscuits and cakes,24.0,e,2154.0,30.0,17.0,0.88,6.0,1.6,0.0,http://world-fr.openfoodfacts.org/produit/3258563020226/galettes-bretonnes-les-delices-de-belle-france,https://images.openfoodfacts.org/images/products/325/856/302/0226/front_fr.8.400.jpg
8410573102285,Vicente Vidal,Papas receta original,Appetizers,9.0,c,2264.0,0.5,3.8,1.25,6.9,76.0,0.0,http://world-fr.openfoodfacts.org/produit/8410573102285/papas-receta-original-vicente-vidal,https://images.openfoodfacts.org/images/products/841/057/310/2285/front_es.3.400.jpg
8002590075941,misura,,Biscuits and cakes,0.0,b,1792.0,3.6,1.6,0.72,8.5,4.0,0.0,http://world-fr.openfoodfacts.org/produit/8002590075941/misura,https://images.openfoodfacts.org/images/products/800/259/007/5941/front_en.14.400.jpg
8411414011940,Florbú,"Florbu Waffers, Butterkeks",Biscuits and cakes,12.0,d,1909.0,2.5,11.0,0.07,4.3,3.0,0.0,http://world-fr.openfoodfacts.org/produit/8411414011940/florbu-waffers-butterkeks,https://images.openfoodfacts.org/images/products/841/141/401/1940/front_es.40.400.jpg
8853282002178,Granovibes,BAR Mixed nuts,Biscuits and cakes,-4.0,a,1941.0,10.71,0.0,0.0,14.29,10.71,45.0,http://world-fr.openfoodfacts.org/produit/8853282002178/bar-mixed-nuts-granovibes,https://images.openfoodfacts.org/images/products/885/328/200/2178/front_en.3.400.jpg
3456300011760,Jardin bio,Tartines craquantes sésame jardin bio,unknown,-3.0,a,1579.0,8.3,0.3,0.53,17.0,6.1,0.0,http://world-fr.openfoodfacts.org/produit/3456300011760/tartines-craquantes-sesame-jardin-bio,https://images.openfoodfacts.org/images/products/345/630/001/1760/front_fr.20.400.jpg
3596710356447,"Auchan,L'oiseau,Auchan Production,Groupe Auchan",Coleslaw (400 g + 200 g Gratuits),One-dish meals,1.0,b,477.0,5.0,0.7,0.79,1.0,2.0,72.0,http://world-fr.openfoodfacts.org/produit/3596710356447/coleslaw-400-g-200-g-gratuits-auchan,https://images.openfoodfacts.org/images/products/359/671/035/6447/front_fr.6.400.jpg
3560071012687,Carrefour,"Vitalité Cranberries, noix de cajou, noix de pécan",Dried fruits,2.0,b,2155.0,36.0,4.9,0.02,9.1,7.2,117.75,http://world-fr.openfoodfacts.org/produit/3560071012687/vitalite-cranberries-noix-de-cajou-noix-de-pecan-carrefour,https://images.openfoodfacts.org/images/products/356/007/101/2687/front_fr.48.400.jpg
750894603817,Yummies,Mix - semillas y frutas,Nuts,0.0,b,711.0,13.0,6.6,0.0,23.0,7.0,0.0,http://world-fr.openfoodfacts.org/produit/0750894603817/mix-semillas-y-frutas-yummies,https://images.openfoodfacts.org/images/products/075/089/460/3817/front_en.31.400.jpg
7622300725358,"Côte d'Or,Kraft Foods",Noix de coco - Chocolat noir 70%,Chocolate products,17.0,d,2290.0,29.5,30.0,0.01,6.2,9.4,5.46875,http://world-fr.openfoodfacts.org/produit/7622300725358/noix-de-coco-chocolat-noir-70-cote-d-or,https://images.openfoodfacts.org/images/products/762/230/072/5358/front_fr.24.400.jpg
3254560706309,Auchan,Cigarettes gourmandes,Biscuits and cakes,23.0,e,2218.0,35.0,16.0,0.35,5.4,1.1,1.3671875,http://world-fr.openfoodfacts.org/produit/3254560706309/cigarettes-gourmandes-auchan,https://images.openfoodfacts.org/images/products/325/456/070/6309/front_fr.33.400.jpg
8431876281354,Carrefour,Patatas fritas sartén lisas sabor trufa,Appetizers,9.0,c,2199.0,1.4,3.5,1.02,5.8,4.0,0.0,http://world-fr.openfoodfacts.org/produit/8431876281354/patatas-fritas-sarten-lisas-sabor-trufa-carrefour,https://images.openfoodfacts.org/images/products/843/187/628/1354/front_es.9.400.jpg
3560071078263,Carrefour BIO,Biscuit Croustillant Blé Et Avoine,Biscuits and cakes,21.0,e,1965.0,34.0,9.7,0.85,6.5,3.0,0.0,http://world-fr.openfoodfacts.org/produit/3560071078263/biscuit-croustillant-ble-et-avoine-carrefour-bio,https://images.openfoodfacts.org/images/products/356/007/107/8263/front_fr.25.400.jpg
3281780062700,Pierre Martinet,Mon coleslaw chou blanc et carottes,One-dish meals,2.0,b,454.0,6.7,0.6,1.0,0.9,2.4,93.703125,http://world-fr.openfoodfacts.org/produit/3281780062700/mon-coleslaw-chou-blanc-et-carottes-pierre-martinet,https://images.openfoodfacts.org/images/products/328/178/006/2700/front_fr.30.400.jpg
4088600004167,Snackrite,Prawn crackers,Appetizers,16.0,d,2279.0,6.2,2.5,2.0,2.6,1.1,0.0,http://world-fr.openfoodfacts.org/produit/4088600004167/prawn-crackers-snackrite,https://images.openfoodfacts.org/images/products/408/860/000/4167/front_en.23.400.jpg
7624841312578,"Coop,Karma",Karma coconut choco,Chocolate products,18.0,d,2390.0,30.0,26.0,0.03,3.2,11.0,11.5,http://world-fr.openfoodfacts.org/produit/7624841312578/karma-coconut-choco-coop,https://images.openfoodfacts.org/images/products/762/484/131/2578/front_fr.19.400.jpg
7610700011867,Ricola,Activ'air,Sweets,2.0,b,986.0,0.0,0.0,0.04,0.0,0.0,0.2,http://world-fr.openfoodfacts.org/produit/7610700011867/activ-air-ricola,https://images.openfoodfacts.org/images/products/761/070/001/1867/front_fr.49.400.jpg
3222477006065,Casino,Tuiles gout paprika,Appetizers,9.0,c,2067.0,5.7,2.0,1.3,4.2,4.7,0.103993055555554,http://world-fr.openfoodfacts.org/produit/3222477006065/tuiles-gout-paprika-casino,https://images.openfoodfacts.org/images/products/322/247/700/6065/front_fr.19.400.jpg
3560070814916,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour",Taboulé au tartare de tomate ,One-dish meals,-3.0,a,569.0,3.9,0.7,0.65,3.3,2.1,52.7107189542484,http://world-fr.openfoodfacts.org/produit/3560070814916/taboule-au-tartare-de-tomate-carrefour,https://images.openfoodfacts.org/images/products/356/007/081/4916/front_fr.9.400.jpg
8412438000071,D. Sancho Melero,Torta polvoron,Sweets,17.0,d,2035.0,21.0,8.1,0.04,6.3,1.8,0.0,http://world-fr.openfoodfacts.org/produit/8412438000071/torta-polvoron-d-sancho-melero,https://images.openfoodfacts.org/images/products/841/243/800/0071/front_es.17.400.jpg
7613035366749,"Nestlé, Kitkat, Kit kat",Kit Kat x10,Biscuits and cakes,24.0,e,2151.0,45.7,15.0,0.14,7.8,2.5,0.0,http://world-fr.openfoodfacts.org/produit/7613035366749/kit-kat-x10-nestle,https://images.openfoodfacts.org/images/products/761/303/536/6749/front_fr.163.400.jpg
3266191016665,La Vie Claire,Pâte 100% fruits abricot,Fruits,1.0,b,1200.0,53.4,0.02,0.0299999999999999,3.4,7.3,100.0,http://world-fr.openfoodfacts.org/produit/3266191016665/pate-100-fruits-abricot-la-vie-claire,https://images.openfoodfacts.org/images/products/326/619/101/6665/front_fr.4.400.jpg
7501000164370,Barcel,Takis Temptation,Appetizers,17.0,d,2100.0,1.7999999523163,4.1999998092651,7.88999975,6.3000001907349,3.0,0.0,http://world-fr.openfoodfacts.org/produit/7501000164370/takis-temptation-barcel,https://images.openfoodfacts.org/images/products/750/100/016/4370/front_es.22.400.jpg
3596710088447,Auchan,Pain spécial brioché pour foie gras,Pastries,2.0,b,1319.0,11.0,0.9,1.1,8.3,2.8,0.0,http://world-fr.openfoodfacts.org/produit/3596710088447/pain-special-brioche-pour-foie-gras-auchan,https://images.openfoodfacts.org/images/products/359/671/008/8447/front_fr.14.400.jpg
