code,brands,product_name,pnns_groups_2,energy-kj_100g,sugars_100g,saturated-fat_100g,salt_100g,proteins_100g,fiber_100g,fruit_vege_nut_100g,nutriscore_grade,fit_nutri_grade,opt_el_tri_50_grade,pes_el_tri_50_grade
3596710333011,"MMM!,Auchan, Auchan Gourmet, Terroir",15 Broyés du Poitou,Biscuits and cakes,2168.0,26.0,18.0,0.63,6.0,0.5,0.0,e,e,d,e
3564700463772,"Tablette d'Or,Marque Repère",Chocolat noir corsé pâtissier,Chocolate products,2351.0,37.0,25.0,0.0,7.0,9.0,0.0,e,d,d,d
3596710387533,"Rik & Rok,Auchan",Barquettes Abricot,Biscuits and cakes,1468.0,58.0,0.6,0.1,4.0,1.7,27.0,d,d,d,e
87311495,Frisk,Mints peppermint,Sweets,993.0,0.0,0.3,0.0,0.0,0.3,0.0,b,c,e,e
8431876209747,"Carrefour,Aperitivos Tapa",Torreznos,Meat,2644.0,0.0,15.9,3.0,46.3,0.0,0.0,e,e,e,e
3222473469260,"Casino Bio, Casino",Carottes râpées bio,Vegetables,369.0,3.6,0.9,0.6,0.7,2.0,85.3225053894797,a,a,b,b
8006940004797,Caputo,LiberIGPistacchi tostati senza sale aggiunto,Nuts,2543.0,4.5,5.6,0.0,18.1,10.6,100.0,a,a,a,a
8431876293326,Carrefour,Cocktail edamame y soja,Appetizers,1768.0,3.0,1.8,1.6,39.0,20.5,0.0,a,b,a,b
8901719125478,Parle,Parle-G,Biscuits and cakes,1901.0,25.5,6.0,0.74,6.9,0.0,0.0,d,e,d,d
8431876063134,De nuestra tierra,Polvorones de Estepa,Biscuits and cakes,2144.0,30.0,9.0,0.1,7.9,0.8,12.1,e,e,d,d
7841503000738,Mazzei,Crackers,Biscuits and cakes,1651.0,7.0,1.0,1.9175,10.0,3.5,0.0,c,c,c,d
7622210638762,"Marabou,Mondelez","Marabou Bär, granola & yoghurt",Chocolate products,2226.0,57.0,18.0,0.34,4.7,2.3,0.03,e,e,e,e
4751036540355,the beginnings,flap jack chocolate bar,Biscuits and cakes,2014.0,22.0,22.0,0.4,7.0,7.0,0.0,d,d,c,d
3168930007500,Lay's,Dégustation Sel de mer d'Anglesey,Appetizers,1980.0,0.5,1.7,1.2,6.8,5.0,5.5,c,b,c,c
4260618523186,FRECHE FREUNDE,Roter Beerenmix Fruchtchips,unknown,1187.0,42.0,0.2,0.0,6.2,19.0,100.0,a,a,a,a
3373030000188,Les galettes de Belle Isle en Terre,Veritable Kouign Amann Breton,Biscuits and cakes,2065.0,27.0,20.0,0.68,3.9,1.0,0.0,e,e,d,e
3387390325768,"NESTLÉ, CHOCAPIC",CHOCAPIC barres de céréales,Biscuits and cakes,423.0,5.6,1.5,0.1,1.9,1.5,0.0,b,c,e,e
8000300375855,"Nestle,Motta",La Cremeria,Ice cream,847.0,22.0,4.7,0.1,2.3,0.2,0.0,c,e,e,e
3281780886450,Martinet,PORTION 2CAROTTE/2COLESLAW,One-dish meals,435.0,5.75,0.5,0.93,1.05,2.6,173.171875,a,a,b,c
5000159403436,Mars,Mars,Biscuits and cakes,1885.0,61.7,8.3,0.425,4.0,0.0,0.0,e,e,d,e
3370390001008,Saint Amour®,Gâteau au fromage blanc,Dairy desserts,700.0,21.3,1.6,0.11,6.9,0.0,60.15625,b,a,c,c
7622210157201,Marabou,Tack,Chocolate products,2440.0,52.0,23.0,0.34,4.2,1.2,0.0,e,e,e,e
3560071231095,"Carrefour,Carrefour Bio",Cookies Maxi pépites chocolat,Biscuits and cakes,2136.0,32.0,11.0,0.75,6.6,5.1,0.0,e,e,d,d
5053990161249,Pringles,Smokey paprika and almonds,Appetizers,2160.0,3.6,2.7,1.3,4.5,3.1,0.439453125,c,c,d,d
3184830027295,"Saxo, Carrefour",Pistaches grillées salées,Nuts,2470.0,5.9,6.0,0.88,26.0,6.5,100.0,b,a,b,b
8410376042887,Gullón,Cuore di cereale. Biscotti di avena con frutti rossi,Biscuits and cakes,1826.0,26.0,2.3,0.53,8.0,8.0,1.45,c,b,c,c
3256220210348,U,Goûters Fourrés Parfum Vanille,Biscuits and cakes,1995.0,34.6,8.5,0.6,5.3,1.8,0.0,e,e,d,e
3254560028715,Auchan,Galettes Bretonnes pur beurre,Biscuits and cakes,2093.0,31.0,13.0,0.75,6.0,1.0,0.0,e,e,d,e
3421557401091,Grillon d'Or,Tartines Ki'Kroc,unknown,1511.0,5.0,0.7,0.575,13.5,5.3,0.0,a,a,b,c
5000328740102,Doritos,Tangy Cheese Tortilla Chips,Appetizers,2084.0,2.7,3.4,1.19,6.5,6.7,0.0,c,b,c,c
9351857000127,mindful foods,yummy beans,unknown,1350.0,1.71,2.57,0.21,11.7,11.1,0.0,a,a,b,c
7790580607210,Arcor,Chocolate con Leche,Chocolate products,2204.0,59.0,17.0,0.26,5.9,0.0,0.0,e,e,e,e
8001120929532,COOP,Ciocco biscotti,Biscuits and cakes,2063.0,36.0,14.0,0.58,6.5,4.7,0.0,e,e,d,d
3760111204243,Maison Alsacienne de Biscuiterie,Pain d'Épices bonhomme écharpe,Biscuits and cakes,1240.0,35.0,0.3,0.0,5.7,4.4,6.78214285714286,c,c,d,d
5012262010166,Mackie's of Scotland,Flamegrilled aberdeen angus Potato Chips,Appetizers,2120.0,2.7,2.6,1.4,7.0,2.7,0.0,d,b,d,d
7702011111623,"Bon Bon Bum,Colombina",Bon Bon Bum Watermelon/Sandía,Sweets,1579.0,65.0,0.0,0.0,0.0,0.0,0.0,d,e,e,e
8410317225317,El Lobo,Turrón de chocolate con almendras,Sweets,2317.0,50.0,15.0,0.3,8.6,8.4,20.0,e,e,c,c
8710398526724,LaysLay's,,unknown,2244.0,2.7,3.5,1.2,6.4,4.8,0.0,c,b,c,c
8480000335739,Hacendado,Garfitos,Appetizers,2072.0,1.5,2.9,2.6,6.0,1.4,0.0,d,d,d,e
5412514935306,Acapulco,6 Tortillas,Bread,1291.0,3.9,1.0,1.6,9.0,3.8,0.0,b,b,c,d
3596710387557,Auchan,Barquettes chocolat-noisettes,Biscuits and cakes,2036.0,47.0,2.9,0.34,6.5,2.6,22.5,d,d,d,e
3660140935500,Brossard,Brossard - lot2 mini brownie chocolat noisettes x8,Biscuits and cakes,1874.0,26.0,5.5,0.37,5.9,7.5,46.26,c,b,c,d
3660140936002,Brossard,Lt2 p'tit savane rigolo chocolat 150g,Biscuits and cakes,1715.0,0.0,2.4,0.5,5.0,4.6,22.525,b,a,c,c
8718906074125,Albert Heijn,Pure Chocolade 75%,Chocolate products,2240.0,21.0,25.0,0.0,9.5,15.0,0.0,d,d,c,c
3560070592975,Carrefour,Saveur cassis,Chocolate products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,c,e,e
9319133335585,Carman's,Protein Cookies & Cream Bars,Biscuits and cakes,2000.0,17.3,0.3,0.6025,25.9,3.6,35.0,b,a,c,c
4088600213170,Village Bakery,Aldi “Village Bakery”,Bread,983.0,3.9000000953674,0.5,0.79,9.3000001907349,3.4,0.0,a,a,c,c
7792684003745,Solitas,Ekin,Biscuits and cakes,2020.0,24.3,10.3,0.0917,6.0,2.67,0.0,e,e,d,e
8712996702234,Mitsuba,Wasabi Crackers Mitsuba,Appetizers,1796.0,3.9,3.2,1.5,6.8,0.9,0.0,d,c,d,d
4061458089173,"Knusperone, DE-VAU-GE, Aldi",Müsliriegel ohne Zuckerzusatz - Weiße Schoko,Biscuits and cakes,1529.0,1.5,4.8,0.4,5.9,4.3,0.0,b,b,d,d
8888077102092,Meiji,Meiji Hello Panda strawberry,Biscuits and cakes,2339.0,29.4,15.9,0.705,5.1,0.7,0.4,e,e,d,e
4056489459330,"El Tequito,Lidl",Blue Tortilla chips,Appetizers,1987.0,0.5,2.4,1.0,6.8,7.3,0.0,c,b,c,c
7613312026533,Blévita,Blévita Graines de Courge,Appetizers,1906.0,1.8,2.0,1.6,15.0,0.7,10.0,d,c,c,d
7610032043550,Hug,Waffel-Körbli,Biscuits and cakes,2030.0,41.0,15.0,0.41,7.0,3.5,0.0,e,e,d,d
3258563020226,"Les Délices de Belle France,Belle France",Galettes bretonnes,Biscuits and cakes,2154.0,30.0,17.0,0.88,6.0,1.6,0.0,e,e,d,e
8410573102285,Vicente Vidal,Papas receta original,Appetizers,2264.0,0.5,3.8,1.25,6.9,76.0,0.0,c,b,c,c
8002590075941,misura,,Biscuits and cakes,1792.0,3.6,1.6,0.72,8.5,4.0,0.0,b,a,c,c
8411414011940,Florbú,"Florbu Waffers, Butterkeks",Biscuits and cakes,1909.0,2.5,11.0,0.07,4.3,3.0,0.0,d,d,d,d
8853282002178,Granovibes,BAR Mixed nuts,Biscuits and cakes,1941.0,10.71,0.0,0.0,14.29,10.71,45.0,a,a,b,b
3456300011760,Jardin bio,Tartines craquantes sésame jardin bio,unknown,1579.0,8.3,0.3,0.53,17.0,6.1,0.0,a,a,b,b
3596710356447,"Auchan,L'oiseau,Auchan Production,Groupe Auchan",Coleslaw (400 g + 200 g Gratuits),One-dish meals,477.0,5.0,0.7,0.79,1.0,2.0,72.0,b,a,b,b
3560071012687,Carrefour,"Vitalité Cranberries, noix de cajou, noix de pécan",Dried fruits,2155.0,36.0,4.9,0.02,9.1,7.2,117.75,b,a,b,c
750894603817,Yummies,Mix - semillas y frutas,Nuts,711.0,13.0,6.6,0.0,23.0,7.0,0.0,b,b,b,b
7622300725358,"Côte d'Or,Kraft Foods",Noix de coco - Chocolat noir 70%,Chocolate products,2290.0,29.5,30.0,0.01,6.2,9.4,5.46875,d,d,d,d
3254560706309,Auchan,Cigarettes gourmandes,Biscuits and cakes,2218.0,35.0,16.0,0.35,5.4,1.1,1.3671875,e,e,e,e
8431876281354,Carrefour,Patatas fritas sartén lisas sabor trufa,Appetizers,2199.0,1.4,3.5,1.02,5.8,4.0,0.0,c,b,d,d
3560071078263,Carrefour BIO,Biscuit Croustillant Blé Et Avoine,Biscuits and cakes,1965.0,34.0,9.7,0.85,6.5,3.0,0.0,e,e,d,d
3281780062700,Pierre Martinet,Mon coleslaw chou blanc et carottes,One-dish meals,454.0,6.7,0.6,1.0,0.9,2.4,93.703125,b,a,b,c
4088600004167,Snackrite,Prawn crackers,Appetizers,2279.0,6.2,2.5,2.0,2.6,1.1,0.0,d,e,d,d
7624841312578,"Coop,Karma",Karma coconut choco,Chocolate products,2390.0,30.0,26.0,0.03,3.2,11.0,11.5,d,e,d,d
7610700011867,Ricola,Activ'air,Sweets,986.0,0.0,0.0,0.04,0.0,0.0,0.2,b,c,e,e
3222477006065,Casino,Tuiles gout paprika,Appetizers,2067.0,5.7,2.0,1.3,4.2,4.7,0.103993055555554,c,c,c,c
3560070814916,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour",Taboulé au tartare de tomate ,One-dish meals,569.0,3.9,0.7,0.65,3.3,2.1,52.7107189542484,a,a,d,d
8412438000071,D. Sancho Melero,Torta polvoron,Sweets,2035.0,21.0,8.1,0.04,6.3,1.8,0.0,d,d,d,d
7613035366749,"Nestlé, Kitkat, Kit kat",Kit Kat x10,Biscuits and cakes,2151.0,45.7,15.0,0.14,7.8,2.5,0.0,e,e,e,e
3266191016665,La Vie Claire,Pâte 100% fruits abricot,Fruits,1200.0,53.4,0.02,0.0299999999999999,3.4,7.3,100.0,b,a,b,b
7501000164370,Barcel,Takis Temptation,Appetizers,2100.0,1.7999999523163,4.1999998092651,7.88999975,6.3000001907349,3.0,0.0,d,d,d,d
3596710088447,Auchan,Pain spécial brioché pour foie gras,Pastries,1319.0,11.0,0.9,1.1,8.3,2.8,0.0,b,b,c,c
3083681008647,Bonduelle,Coleslaw à la moutarde à l'ancienne,One-dish meals,518.0,5.5,0.8,0.6,1.0,2.5,80.7511487688337,a,a,b,b
5287001573039,NutriBite,NutriBite Pistachio Cranberries Bar,Biscuits and cakes,1320.0,14.2,2.75,0.0187,9.0,4.25,14.2857142857143,a,a,c,c
9000159161400,"Kelly Kelly‘s,, Soletti",Salzstangerl,unknown,1601.0,0.7,0.3,1.4,3.6,1.3,0.0,c,c,d,d
8002831113210,Mediterranean Food Solutions,Beignets de Fleur de Courgette,One-dish meals,1146.0,2.5,2.0,0.8,3.8,2.0,0.0,b,c,d,d
3185610983312,Boehli,Boîte collector avec tubo sticks/bretzels - printemps,Appetizers,1617.0,2.0,0.4,3.0,11.0,3.8,0.0,c,c,c,d
7501000167456,Barcel,Golden Nuts,Nuts,2520.0,0.0,7.5,1.97,27.5,10.0,34.3333333333333,d,c,a,d
8710398015396,Smiths,Bugles nacho cheese,Appetizers,2253.0,5.1,3.8,2.2,6.4,2.2,5.75,d,d,d,e
2006050107278,isaura,Chocolat dessert Lait,Chocolate products,2306.0,51.0,20.0,0.23,7.0,3.5,0.0,e,e,d,d
3336971610014,"Vico,Intersnack,Monster Munch",Monster Munch Salé 80G,Appetizers,2021.0,5.7,2.8,2.0,4.4,2.4,0.0,d,d,d,d
7613269184560,"Migros,M-Budget",Délices au fromage,unknown,831.0,3.5,2.0,1.3,6.0,1.0,0.0,c,c,d,d
2048348703007,Griesson,soft cake Kirsche,Biscuits and cakes,1607.0,52.0,6.0,0.18,3.0,2.0,10.0,d,e,d,e
7622201432126,Lacta,My Lacta Peanut n Cereal,Chocolate products,2251.0,51.0,15.0,0.0,9.1,2.7,0.0,e,e,e,e
8431876280227,Carrefour,Patatas fritas lisas,Appetizers,2289.0,0.5,3.6,0.92,6.8,3.5,0.0,c,b,d,d
3770010956525,GreenLeaf,What the Hemp !,unknown,1886.0,13.0,3.4,0.06,14.0,7.0,17.0,b,a,b,b
8410564004437,Frit Ravich,Chips PREMIUM sabor queso curado y trufa negra,Appetizers,2157.0,1.4,3.2,1.3,6.5,5.2,0.0,c,b,c,c
7622210826053,"Milka,Oreo",Milka Oreo Sandwandwich,Chocolate products,2168.0,50.0,16.0,0.51,5.7,2.1,0.0,e,e,e,e
9310072004051,ARNOTTS,"Vita Weat 100% natural, original",Appetizers,390.0,1.6,1.1,1.186974789916,11.4,11.6,0.0,a,b,b,c
5705830002105,REMA 1000,Tex Mex Tortilla Chips med Salt,Appetizers,1972.0,0.8,8.6,0.9,6.6,4.0,0.0,d,c,d,d
4014400925784,Storck,Smile gummi Happies,Sweets,1413.0,52.1,0.1,0.1,6.5,0.0,0.0,d,d,d,e
8480000143068,HACENDADO,Caocream,Biscuits and cakes,1951.0,37.0,5.5,1.1,4.5,2.7,0.0,e,e,d,e
8480000657329,Hacendado,Surtido de chocolate,Sweets,2318.0,53.0,20.0,0.19,7.5,1.8,0.0,e,e,e,e
5060102622147,Hartridges British Drinks Co.,Blackcurrant Flavour Cordial,Sweets,69.0,2.5,0.0,0.3,0.1,0.0,0.0,b,c,e,e
3250390506980,Bouton d'or,Biscuits apéritif saveur paprika,Appetizers,2058.0,6.3,2.0,1.25,4.0,4.9,1.50416666666667,c,c,c,c
4316268545549,American Style,American Style Popcorn,unknown,1742.0,51.8,1.2,0.0,4.5,7.1,0.0,c,d,c,d
3175681226111,Gerblé,Gerblé sans sucres génoise chocolat saveur framboise,Biscuits and cakes,1214.0,0.0,3.4,0.25,4.3,5.6,0.0,b,b,c,c
3083680603119,Bonduelle,Coleslaw à la moutarde à l'ancienne,One-dish meals,518.0,5.5,0.8,0.6,1.0,2.5,80.7511487688337,b,a,b,b
7622210234032,Côte d'Or,Chokotoff - Caramel enrobé de chocolat noir,Chocolate products,1935.0,51.0,12.0,0.28,2.3,3.0,0.0,e,e,e,e
3596710422401,Auchan,Les Aides Pâtissières – Pâte d'amande,Sweets,1758.0,72.4,1.1,0.06,3.6,2.0,50.3125,d,d,d,d
8011515951871,Colfiorito,Colfiorito Snack Pronto Da Mangiare,unknown,2007.0,20.0,2.0,0.0,15.0,10.0,70.0,a,a,b,b
4000417660619,Ritter Sport,Goldschatz Schokolade,Chocolate products,2383.0,45.0,24.0,0.16,7.4,0.1,0.0,e,e,e,e
6002908000483,Bakali,Popped Chips Lentil,unknown,1778.0,3.1,1.5,0.384,10.0,4.3,12.6302083333333,a,a,c,c
7622210204424,LU,Principe crema de chocolate,Biscuits and cakes,1969.0,32.0,5.6,0.49,6.2,3.1,8.625,d,d,d,d
5060293441398,Body Me,BodyMe Organic Vegan Protein Bar Cacao Orange,Biscuits and cakes,1785.0,26.1,6.2,0.57,26.8,5.4,57.2851851851852,d,b,c,c
8431876249880,De nuestra tierra,Figuritas de mazapan,Biscuits and cakes,2064.0,51.0,2.0,0.0,9.3,6.7,50.0,d,b,c,c
3187670011417,Leclerc,Beignet pomme,unknown,1306.0,12.0,1.2,0.7,6.1,12.7,15.4490234375,b,b,b,b
4260462982115,3 Bears,Pocket porridge,Biscuits and cakes,1632.0,19.0,1.4,0.01,6.5,13.0,0.0,b,b,c,c
4088600486895,Snackrite,Pretzal pieces jalapeño flavour,Appetizers,1898.0,6.2,1.6,2.7,6.5,2.1,0.0,d,d,d,e
7613312085578,Migros,Meringue de la Gruyère,Biscuits and cakes,1683.0,94.0,0.0,0.0,5.0,0.0,0.0,d,d,d,e
4061464093317,Asia Green Garden,Wasabi-nori-chips,Appetizers,2173.0,2.5,2.4,1.2,6.4,4.1,0.0,c,b,d,d
3045140105557,Milka,Au Lait du Pays Alpin (lot de 3),Chocolate products,2220.0,58.0,17.5,0.43,6.4,1.8,0.694444444444443,e,e,e,e
7501011176461,Sunbites,Sunbites Palomitas sabor Cheddar Blanco,Salty and fatty products,1690.0,3.33,1.67,1.19,10.0,13.3,0.0,c,a,c,c
3178530422757,Bonne maman,Tendre cœur chocolat,Biscuits and cakes,1739.0,31.0,15.0,0.85,5.6,2.5,0.0,e,e,d,e
3229820797311,Bjorg,Gaufrettes aux légumes betterave oignon,unknown,1668.0,14.0,0.7,0.9,12.0,5.7,15.6,b,b,c,c
3300081001208,Les Craquelins de Saint Malo,Craquelins natures recette originale x 20,Biscuits and cakes,1618.0,2.1,1.08,0.25,15.5,4.9,0.0,a,a,b,c
3259426022319,Ker Cadélac,Mini cake framboise,Biscuits and cakes,1367.0,1.5,1.7,0.86,4.5,1.1,24.46875,c,b,d,d
3564700011300,"Pom lisse,Pom'Lisse,Marque Repère",Chips à l'ancienne Nature,Appetizers,2312.0,0.5,3.0,1.1,5.9,5.5,0.0,c,b,c,c
3256229522008,U,Snacks poppés aux légumineuses saveur fromage poivre fumé,Appetizers,1770.0,1.5,1.7,0.49,9.9,8.7,12.18,a,a,b,c
4058172458774,"dm Bio,dmBio",Protein Knabbermix,unknown,1888.0,8.0,4.0,3.2,38.0,15.0,28.0,d,c,b,b
2006050046669,drizz,Chips saveur paprika,Appetizers,2149.0,3.5,2.4,1.4,6.1,4.2,0.0,c,b,d,d
3560070744831,"Carrefour,Carrefour Bio",Biscuits Epeautre et Sésame,Biscuits and cakes,2051.0,22.0,4.3,0.46,9.4,4.5,0.64875,d,c,c,c
3256224375548,U,Cookies Premium Maxi Pépites de Chocolats,Biscuits and cakes,2068.0,37.0,8.9,1.1,5.2,3.2,8.41666666666667,e,e,d,d
4056489455929,Lidl,Kichererbsen Chips,Appetizers,1811.0,5.8,0.9,1.9,13.0,4.8,0.02288818359375,c,b,c,c
5706779063547,Earth Control,Sweet & Salty,Dried fruits,1990.0,35.0,4.1,0.4,14.0,6.2,93.0,b,a,b,b
7790380008286,Georgalos,,Biscuits and cakes,1030.0,0.0,1.43,0.226,1.9,18.1,0.0,a,b,b,b
8710482533782,Bolletje,Noten & Granen Repen Amandel & Havermout,Biscuits and cakes,1741.0,8.5,4.2,0.03,11.0,24.0,24.0,b,a,c,c
8000380153619,Loacker,Classic fondente 75g,Biscuits and cakes,2091.0,25.0,21.0,0.35,8.2,0.0,0.0,e,e,d,e
27036594,MILLVILLE,,Biscuits and cakes,1642.0,11.0,1.3,0.05,8.1,25.0,3.9,a,a,b,c
8595229922261,Emco,Sušenky bez cukru jablko,Biscuits and cakes,1813.0,11.0,4.3,0.05,8.0,10.0,7.0,c,b,c,c
7622210995025,Côte d'Or,Bloc lait amandes caramélisées pointe de sel,Chocolate products,2213.0,51.0,14.0,0.78,8.9,4.4,15.0,e,e,d,d
9300650001503,belVita,Breakfast Biscuits - Cranberry,Biscuits and cakes,1600.0,19.7,1.4,0.76708,8.0,6.4,7.5,c,b,c,c
3770001404158,Biscru,The original - Petits crackers sans cuisson Pomme & Datte,Appetizers,1351.0,15.38,1.62,0.0,8.76,6.92,52.0,a,a,c,c
7790580130664,"Arcor,Arcor Helados",Cucurucho Crema Americana & Chocolate,Ice cream,1041.0,25.0,8.6,0.1375,4.2,1.1,0.0,d,e,d,d
7610700947388,Ricola,,Sweets,990.0,0.0,0.0,0.0,0.0,0.0,0.0,b,c,e,e
8718907116312,Albert Heijn,Gezouten Pinda’s,Nuts,2565.0,5.5,8.0,0.68,25.0,0.0,96.0,c,a,b,b
8691707588070,Greta,Galleta Cracker con Oliva y Oregano,Biscuits and cakes,1757.0,3.7,7.4,1.7,11.1,3.2,0.1,d,d,d,d
3229820021027,Bjorg,p’tit nature complet NUTRI+,Biscuits and cakes,1750.0,20.0,0.8,0.45,7.6,7.6,0.0,b,b,c,c
4251680810663,Mymuesli,Crunchy Bites Raspberry Dark Choc,Biscuits and cakes,1803.0,17.0,5.2,0.43,9.8,8.1,0.0,c,b,c,c
4025700001962,"Milka,Mondelez",Chocolat Blanc,Chocolate products,2227.0,63.0,18.0,0.36,4.8,0.001,0.0,e,e,e,e
7614800321000,Kambly,Rocher aux Amandes,Biscuits and cakes,2248.0,39.0,12.0,0.15,12.0,5.2,29.0,e,d,c,c
8690120060187,Torku,no:1 Hazelnut,Chocolate products,2171.0,40.2,9.8,0.5,9.7,3.6,20.9892045454545,e,e,d,d
5400113044857,Delhaize,Cake au beurre fourré,Biscuits and cakes,1547.0,31.0,10.9,0.9,4.5,0.6,1.875,e,e,d,e
3228857001453,Harrys,Harrys brioche tranchée bio sans additifs 400g,Pastries,1421.0,9.0,1.1,0.98,9.0,5.6,0.0519531249999972,b,b,c,c
3770008009134,Funky Veggie,Coeur de boule - Coco Funkytella,unknown,1943.4,39.0,8.8999996185303,0.25,8.6999998092651,8.6999998092651,94.95,c,b,b,c
3260260200160,La trinitaine,Kouign amann pur beurre,Biscuits and cakes,2065.0,27.0,20.0,0.675,3.9,1.0,0.0,e,e,d,e
3245391055216,Grand Jury,Génoises Orange,Biscuits and cakes,1610.0,52.0,6.0,0.15,3.0,2.0,11.0,d,e,d,e
7622300692506,"Milka,Kraft Foods",Chocolat au lait du Pays Alpin,Chocolate products,2210.0,59.0,18.0,0.0,6.1,1.8,0.390625,e,e,e,e
4000358009119,Leupoldt,Soßenkuchen,Biscuits and cakes,1507.0,29.0,0.2,0.05,7.9,2.9,0.0,c,b,c,d
3410280020495,Top budget,Soufflé à la cacahuète,Appetizers,2039.0,1.8,7.4,1.43,10.5,0.0,19.0,e,d,d,d
3596710355877,Auchan,Chips allégées,Appetizers,1972.0,0.7,2.0,1.0,6.9,5.2,4.6875,b,b,c,c
